RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;SISTEMAS PARA INTERNET;INFORMACAO E COMUNICACAO;NÃO;;2860283;SISTEMAS PARA INTERNET  28/03/2022 20/12/2024;28/03/2022;20/12/2024;2360;2000;2000;1;;999;2,0020;730,7307;0,9134;;;01/01/2023;31/12/2023;34;365;0;0;0;0; 1,0000 ; 0,9134 ; 31,0561 ; 31,0561 ; -     ; 31,0561 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2871881;QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  10/05/2022 29/08/2022;10/05/2022;29/08/2022;20;160;20;1;;112;0,1786;20,0000;0,0250;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 1,6295 ; 0,0407 ; -     ; -     ; -     ; -     ;EAD FP;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2900900;QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  16/08/2022 04/10/2022;16/08/2022;04/10/2022;20;160;20;1;;50;0,4000;20,0000;0,0250;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 3,6500 ; 0,0913 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGRICULTURA;RECURSOS NATURAIS;SIM;INTEGRADO;2957706;TECNICO EM AGRICULTURA INTEGRADO 14/02/2023 19/12/2025;14/02/2023;19/12/2025;3400;1200;3200;2,5;;1040;3,0769;1.123,0769;1,4038;;;01/01/2023;31/12/2023;35;0;321;0;0;0; 0,8795 ; 1,2346 ; 43,2115 ; 108,0288 ; 54,0144 ; 162,0433 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM QUIMICA;PRODUCAO INDUSTRIAL;NÃO;INTEGRADO;2957731;TECNICO EM QUIMICA INTEGRADO 14/02/2023 19/12/2025;14/02/2023;19/12/2025;3380;1200;3200;2,5;;1040;3,0769;1.123,0769;1,4038;;;01/01/2023;31/12/2023;34;0;321;0;0;0; 0,8795 ; 1,2346 ; 41,9769 ; 104,9423 ; -     ; 104,9423 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AUTOMACAO INDUSTRIAL;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;INTEGRADO;2957777;TECNICO EM AUTOMACAO INDUSTRIAL INTEGRADO 14/02/2023 19/12/2025;14/02/2023;19/12/2025;3400;1200;3200;2,5;;1040;3,0769;1.123,0769;1,4038;;;01/01/2023;31/12/2023;30;0;321;0;0;0; 0,8795 ; 1,2346 ; 37,0385 ; 92,5962 ; -     ; 92,5962 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2957793;TECNICO EM INFORMATICA INTEGRADO 14/02/2023 19/12/2025;14/02/2023;19/12/2025;3386;1200;3200;1,5;;1040;3,0769;1.123,0769;1,4038;;;01/01/2023;31/12/2023;34;0;321;0;0;0; 0,8795 ; 1,2346 ; 41,9769 ; 62,9654 ; -     ; 62,9654 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM EDIFICACOES;INFRAESTRUTURA;NÃO;SUBSEQUENTE;2969287;TECNICO EM EDIFICACOES SUBSEQUENTE 09/03/2023 20/12/2024;09/03/2023;20/12/2024;1370;1200;1200;2,5;;653;1,8377;670,7504;0,8384;;;01/01/2023;31/12/2023;22;0;298;0;0;0; 0,8164 ; 0,6845 ; 15,0597 ; 37,6493 ; -     ; 37,6493 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;SISTEMAS PARA INTERNET;INFORMACAO E COMUNICACAO;NÃO;;2969900;SISTEMAS PARA INTERNET  09/03/2023 19/12/2025;09/03/2023;19/12/2025;2360;2000;2000;1;;1017;1,9666;717,7974;0,8972;;;01/01/2023;31/12/2023;39;0;298;0;0;0; 0,8164 ; 0,7325 ; 28,5693 ; 28,5693 ; -     ; 28,5693 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PROCESSOS QUIMICOS;PRODUCAO INDUSTRIAL;NÃO;;2970082;PROCESSOS QUIMICOS  09/03/2023 30/06/2026;09/03/2023;30/06/2026;2520;2400;2400;2,5;;1210;1,9835;723,9669;0,9050;;;01/01/2023;31/12/2023;20;0;298;0;0;0; 0,8164 ; 0,7388 ; 14,7769 ; 36,9421 ; -     ; 36,9421 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PRODUCAO DE GRAOS;RECURSOS NATURAIS;SIM;;2970091;PRODUCAO DE GRAOS  09/03/2023 30/06/2026;09/03/2023;30/06/2026;2600;2400;2400;2,5;;1210;1,9835;723,9669;0,9050;;;01/01/2023;31/12/2023;30;0;298;0;0;0; 0,8164 ; 0,7388 ; 22,1653 ; 55,4132 ; 27,7066 ; 83,1198 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;AUTOMACAO INDUSTRIAL;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;;2970094;AUTOMACAO INDUSTRIAL  09/03/2023 30/06/2026;09/03/2023;30/06/2026;2472;2400;2400;2,5;;1210;1,9835;723,9669;0,9050;;;01/01/2023;31/12/2023;30;0;298;0;0;0; 0,8164 ; 0,7388 ; 22,1653 ; 55,4132 ; -     ; 55,4132 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2970073;CIENCIAS BIOLOGICAS  13/03/2023 18/12/2026;13/03/2023;18/12/2026;3304;3200;3200;2,5;;1377;2,3239;848,2208;1,0603;;;01/01/2023;31/12/2023;27;0;294;0;0;0; 0,8055 ; 0,8540 ; 23,0588 ; 57,6471 ; -     ; 57,6471 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - AMBIENTE E SAUDE;AMBIENTE E SAUDE;NÃO;;2972999;ESPECIALIZACAO - AMBIENTE E SAUDE  31/03/2023 30/09/2024;31/03/2023;30/09/2024;384;360;360;2,5;;550;0,6545;238,9091;0,2986;;;01/01/2023;31/12/2023;24;0;276;0;0;0; 0,7562 ; 0,2258 ; 5,4196 ; 13,5491 ; -     ; 13,5491 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2979481;QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  03/04/2023 03/06/2023;03/04/2023;03/06/2023;30;160;30;1;;62;0,4839;30,0000;0,0375;;;01/01/2023;31/12/2023;211;0;0;0;62;0; 1,0000 ; 0,0375 ; 7,9125 ; 7,9125 ; -     ; 7,9125 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);INTRODUCAO A INTERPRETACAO EM LINGUA BRASILEIRA DE SINAIS (LIBRAS);DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;PROEJA - CONCOMITANTE;2996150;INTRODUCAO A INTERPRETACAO EM LINGUA BRASILEIRA DE SINAIS (LIBRAS) PROEJA - CONCOMITANTE 31/05/2023 10/07/2023;31/05/2023;10/07/2023;20;160;20;2,5;;41;0,4878;20,0000;0,0250;;;01/01/2023;31/12/2023;18;0;0;0;41;0; 1,0000 ; 0,0250 ; 0,4500 ; 1,1250 ; -     ; 1,1250 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;LICENCIATURA;PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;3004799;PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES  31/07/2023 20/12/2024;31/07/2023;20/12/2024;1040;3200;3200;2,5;;509;2,0432;745,7760;0,9322;;;01/01/2023;31/12/2023;40;0;154;0;0;0; 0,4219 ; 0,3933 ; 15,7328 ; 39,3320 ; -     ; 39,3320 ;EAD FP;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;3021032;ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  11/08/2023 20/12/2024;11/08/2023;20/12/2024;400;360;360;2;;498;0,7229;263,8554;0,3298;;;01/01/2023;31/12/2023;24;0;143;0;0;0; 0,3918 ; 0,1292 ; 3,1012 ; 6,2024 ; -     ; 6,2024 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - INFORMACAO E COMUNICACAO;INFORMACAO E COMUNICACAO;NÃO;;3021038;ESPECIALIZACAO - INFORMACAO E COMUNICACAO  11/08/2023 20/12/2024;11/08/2023;20/12/2024;368;360;360;1,5;;498;0,7229;263,8554;0,3298;;;01/01/2023;31/12/2023;25;0;143;0;0;0; 0,3918 ; 0,1292 ; 3,2304 ; 4,8456 ; -     ; 4,8456 ;PRESENCIAL;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);MICROEMPREENDEDOR INDIVIDUAL (MEI);GESTAO E NEGOCIOS;NÃO;;3044830;MICROEMPREENDEDOR INDIVIDUAL (MEI)  25/09/2023 25/11/2023;25/09/2023;25/11/2023;180;160;180;1;;62;2,9032;180,0000;0,2250;;;01/01/2023;31/12/2023;14;0;0;0;62;0; 1,0000 ; 0,2250 ; 3,1500 ; 3,1500 ; -     ; 3,1500 ;EAD FP;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);PROGRAMADOR DE DISPOSITIVOS MOVEIS;INFORMACAO E COMUNICACAO;NÃO;;3044838;PROGRAMADOR DE DISPOSITIVOS MOVEIS  25/09/2023 25/11/2023;25/09/2023;25/11/2023;200;200;200;1;;62;3,2258;200,0000;0,2500;;;01/01/2023;31/12/2023;19;0;0;0;62;0; 1,0000 ; 0,2500 ; 4,7500 ; 4,7500 ; -     ; 4,7500 ;EAD FP;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);PRODUTOR DE PLANTAS AROMATICAS E MEDICINAIS;RECURSOS NATURAIS;NÃO;;3044841;PRODUTOR DE PLANTAS AROMATICAS E MEDICINAIS  25/09/2023 25/11/2023;25/09/2023;25/11/2023;200;200;200;1;;62;3,2258;200,0000;0,2500;;;01/01/2023;31/12/2023;8;0;0;0;62;0; 1,0000 ; 0,2500 ; 2,0000 ; 2,0000 ; -     ; 2,0000 ;EAD FP;;;;;;;
RS;PANAMBI;IFFARROUPILHA;CAMPUS PANAMBI;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);ASSISTENTE ADMINISTRATIVO;GESTAO E NEGOCIOS;NÃO;;3044827;ASSISTENTE ADMINISTRATIVO  29/09/2023 25/11/2023;29/09/2023;25/11/2023;160;160;160;1;;58;2,7586;160,0000;0,2000;;;01/01/2023;31/12/2023;47;0;0;0;58;0; 1,0000 ; 0,2000 ; 9,4000 ; 9,4000 ; -     ; 9,4000 ;EAD FP;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;1980101;ADMINISTRACAO  19/02/2015 20/12/2018;19/02/2015;20/12/2018;3100;3000;3000;1;;1401;2,1413;781,5846;0,9770;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4885 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ARQUITETURA E URBANISMO;INFRAESTRUTURA;NÃO;;1980110;ARQUITETURA E URBANISMO  19/02/2015 13/12/2019;19/02/2015;13/12/2019;4264;3600;3600;2,5;;1759;2,0466;747,0153;0,9338;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,4669 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2020062;ADMINISTRACAO  15/02/2016 20/12/2019;15/02/2016;20/12/2019;3100;3000;3000;1;;1405;2,1352;779,3594;0,9742;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4871 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2020063;CIENCIAS BIOLOGICAS  22/02/2016 13/12/2019;22/02/2016;13/12/2019;3304;3200;3200;2,5;;1391;2,3005;839,6837;1,0496;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,5248 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2020064;MATEMATICA  22/02/2016 13/12/2019;22/02/2016;13/12/2019;3376;3200;3200;2,5;;1391;2,3005;839,6837;1,0496;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,5248 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ARQUITETURA E URBANISMO;INFRAESTRUTURA;NÃO;;2020065;ARQUITETURA E URBANISMO  22/02/2016 11/12/2020;22/02/2016;11/12/2020;4264;3600;3600;2,5;;1755;2,0513;748,7179;0,9359;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,4679 ; 1,1699 ; 2,9247 ; -     ; 2,9247 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ARQUITETURA E URBANISMO;INFRAESTRUTURA;NÃO;;2144259;ARQUITETURA E URBANISMO  13/02/2017 24/12/2021;13/02/2017;24/12/2021;4264;3600;3600;2,5;;1776;2,0270;739,8649;0,9248;;;01/01/2023;31/12/2023;7;0;0;0;0;182,5; 0,5000 ; 0,4624 ; 1,6185 ; 4,0461 ; -     ; 4,0461 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2144261;ADMINISTRACAO  13/02/2017 25/12/2020;13/02/2017;25/12/2020;3100;3000;3000;1;;1412;2,1246;775,4958;0,9694;;;01/01/2023;31/12/2023;8;0;0;0;0;182,5; 0,5000 ; 0,4847 ; 1,9387 ; 1,9387 ; -     ; 1,9387 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2144263;MATEMATICA  13/02/2017 25/12/2020;13/02/2017;25/12/2020;3376;3200;3200;2,5;;1412;2,2663;827,1955;1,0340;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,5170 ; 0,5170 ; 1,2925 ; -     ; 1,2925 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ELETROMECANICA;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;SUBSEQUENTE;2482720;TECNICO EM ELETROMECANICA SUBSEQUENTE 22/02/2018 20/12/2019;22/02/2018;20/12/2019;1330;1200;1200;2,5;;667;1,7991;656,6717;0,8208;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4104 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2482733;CIENCIAS BIOLOGICAS  22/02/2018 20/12/2021;22/02/2018;20/12/2021;3304;3200;3200;2,5;;1398;2,2890;835,4793;1,0443;;;01/01/2023;31/12/2023;3;0;0;0;0;182,5; 0,5000 ; 0,5222 ; 0,7833 ; 1,9582 ; -     ; 1,9582 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2482735;MATEMATICA  22/02/2018 20/12/2021;22/02/2018;20/12/2021;3376;3200;3200;2,5;;1398;2,2890;835,4793;1,0443;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,5222 ; 1,3054 ; 3,2636 ; -     ; 3,2636 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2482739;ADMINISTRACAO  22/02/2018 23/12/2021;22/02/2018;23/12/2021;3100;3000;3000;1;;1401;2,1413;781,5846;0,9770;;;01/01/2023;31/12/2023;11;0;0;0;0;182,5; 0,5000 ; 0,4885 ; 2,6867 ; 2,6867 ; -     ; 2,6867 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ARQUITETURA E URBANISMO;INFRAESTRUTURA;NÃO;;2482741;ARQUITETURA E URBANISMO  22/02/2018 20/12/2022;22/02/2018;20/12/2022;4264;3600;3600;2,5;;1763;2,0420;745,3205;0,9317;;;01/01/2023;31/12/2023;14;0;0;0;0;182,5; 0,5000 ; 0,4658 ; 3,2608 ; 8,1519 ; -     ; 8,1519 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ELETROMECANICA;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;SUBSEQUENTE;2584789;TECNICO EM ELETROMECANICA SUBSEQUENTE 14/02/2019 15/12/2020;14/02/2019;15/12/2020;1330;1200;1200;2,5;;671;1,7884;652,7571;0,8159;;;01/01/2023;31/12/2023;9;0;0;0;0;182,5; 0,5000 ; 0,4080 ; 1,8359 ; 4,5897 ; -     ; 4,5897 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;PROEJA - INTEGRADO;2584798;TECNICO EM ALIMENTOS PROEJA - INTEGRADO 14/02/2019 15/12/2021;14/02/2019;15/12/2021;2600;1200;2400;2,5;;1036;2,3166;845,5598;1,0569;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,5285 ; 0,2642 ; 0,6606 ; -     ; 0,6606 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;;2585767;ALIMENTOS  14/02/2019 15/12/2021;14/02/2019;15/12/2021;2600;2400;2400;2,5;;1036;2,3166;845,5598;1,0569;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,5285 ; 1,3212 ; 3,3030 ; -     ; 3,3030 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2585792;CIENCIAS BIOLOGICAS  14/02/2019 15/12/2022;14/02/2019;15/12/2022;3304;3200;3200;2,5;;1401;2,2841;833,6902;1,0421;;;01/01/2023;31/12/2023;4;0;0;0;0;182,5; 0,5000 ; 0,5211 ; 1,0421 ; 2,6053 ; -     ; 2,6053 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2585793;MATEMATICA  14/02/2019 15/12/2022;14/02/2019;15/12/2022;3376;3200;3200;2,5;;1401;2,2841;833,6902;1,0421;;;01/01/2023;31/12/2023;13;0;0;0;0;182,5; 0,5000 ; 0,5211 ; 3,3869 ; 8,4672 ; -     ; 8,4672 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2585795;ADMINISTRACAO  14/02/2019 15/12/2022;14/02/2019;15/12/2022;3100;3000;3000;1;;1401;2,1413;781,5846;0,9770;;;01/01/2023;31/12/2023;33;0;0;0;0;182,5; 0,5000 ; 0,4885 ; 8,0601 ; 8,0601 ; -     ; 8,0601 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ARQUITETURA E URBANISMO;INFRAESTRUTURA;NÃO;;2585796;ARQUITETURA E URBANISMO  14/02/2019 15/12/2023;14/02/2019;15/12/2023;4264;3600;3600;2,5;;1766;2,0385;744,0544;0,9301;;;01/01/2023;31/12/2023;30;0;0;349;0;0; 0,9562 ; 0,8893 ; 26,6789 ; 66,6973 ; -     ; 66,6973 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM EDIFICACOES;INFRAESTRUTURA;NÃO;INTEGRADO;2686462;TECNICO EM EDIFICACOES INTEGRADO 12/02/2020 20/12/2022;12/02/2020;20/12/2022;3350;1200;3200;2,5;;1043;3,0681;1.119,8466;1,3998;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,6999 ; 0,6999 ; 1,7498 ; -     ; 1,7498 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM MOVEIS;PRODUCAO INDUSTRIAL;NÃO;INTEGRADO;2686468;TECNICO EM MOVEIS INTEGRADO 12/02/2020 20/12/2022;12/02/2020;20/12/2022;3300;1200;3200;2,5;;1043;3,0681;1.119,8466;1,3998;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,6999 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
